sample,mpu1AccX,mpu1AccY,mpu1AccZ,mpu1GyrX,mpu1GyrY,mpu1GyrZ,mpu1Temp,mpu2AccX,mpu2AccY,mpu2AccZ,mpu2GyrX,mpu2GyrY,mpu2GyrZ,mpu2Temp,ds18b20One,ds18b20Two
786,2.151,1.154,9.726,1.504,5.053,-1.015,15.87,2.151,1.154,9.726,1.504,5.053,-1.015,15.87,15.87,15.87
787,-3.523,2.191,10.095,-0.359,-1.214,-3.664,16.44,-3.523,2.191,10.095,-0.359,-1.214,-3.664,16.44,16.44,16.44
788,1.863,0.299,9.673,3.183,3.42,-1.634,16.2,1.863,0.299,9.673,3.183,3.42,-1.634,16.2,16.2,16.2
789,-2.1,2.431,9.741,1.351,0.023,-3.092,16.06,-2.1,2.431,9.741,1.351,0.023,-3.092,16.06,16.06,16.06
790,1.698,0.503,10.097,4.168,1.389,0.458,16.06,1.698,0.503,10.097,4.168,1.389,0.458,16.06,16.06,16.06
791,-2.536,1.894,9.92,3.153,1.366,0.366,16.2,-2.536,1.894,9.92,3.153,1.366,0.366,16.2,16.2,16.2
792,-3.061,1.432,9.896,2.221,-1.893,2.198,15.92,-3.061,1.432,9.896,2.221,-1.893,2.198,15.92,15.92,15.92
793,1.291,-0.431,10.243,3.336,0.656,3.069,16.25,1.291,-0.431,10.243,3.336,0.656,3.069,16.25,16.25,16.25
794,-3.406,1.025,9.884,2.267,-1.427,2.061,16.15,-3.406,1.025,9.884,2.267,-1.427,2.061,16.15,16.15,16.15
795,-1.111,0.017,9.954,1.74,-0.611,3.504,15.92,-1.111,0.017,9.954,1.74,-0.611,3.504,15.92,15.92,15.92
796,-0.92,-1.236,10.452,2.237,-0.443,4.176,16.06,-0.92,-1.236,10.452,2.237,-0.443,4.176,16.06,16.06,16.06
797,1.308,-0.352,10.006,0.237,5.557,2.687,16.15,1.308,-0.352,10.006,0.237,5.557,2.687,16.15,16.15,16.15
798,0.589,-0.017,9.717,-1.405,5.885,0.42,16.06,0.589,-0.017,9.717,-1.405,5.885,0.42,16.06,16.06,16.06
799,-3.906,0.675,10.203,-2.885,-0.038,-2.557,16.01,-3.906,0.675,10.203,-2.885,-0.038,-2.557,16.01,16.01,16.01
800,-4.139,1.739,9.872,-2.702,0.298,-4.137,16.06,-4.139,1.739,9.872,-2.702,0.298,-4.137,16.06,16.06,16.06
801,-1.229,0.601,9.954,-0.481,-1.145,-1.687,16.06,-1.229,0.601,9.954,-0.481,-1.145,-1.687,16.06,16.06,16.06
802,-0.587,1.071,9.973,0.626,-0.924,-2.679,16.25,-0.587,1.071,9.973,0.626,-0.924,-2.679,16.25,16.25,16.25
803,-0.031,0.687,10.09,3.687,-1.42,-0.588,16.15,-0.031,0.687,10.09,3.687,-1.42,-0.588,16.15,16.15,16.15
804,-0.958,1.554,9.69,3.427,3.427,0.359,16.01,-0.958,1.554,9.69,3.427,3.427,0.359,16.01,16.01,16.01
805,-0.278,0.144,10.564,2.962,-1.794,2.595,15.92,-0.278,0.144,10.564,2.962,-1.794,2.595,15.92,15.92,15.92
806,-0.752,1.53,9.776,2.847,4.954,2.145,16.15,-0.752,1.53,9.776,2.847,4.954,2.145,16.15,16.15,16.15
807,-2.699,0.869,10.023,2.328,-2.901,2.26,16.34,-2.699,0.869,10.023,2.328,-2.901,2.26,16.34,16.34,16.34
808,1.209,-0.137,9.81,3.748,5.046,2.954,16.06,1.209,-0.137,9.81,3.748,5.046,2.954,16.06,16.06,16.06
809,-3.375,0.8,9.8,1.107,-2.412,2.702,16.06,-3.375,0.8,9.8,1.107,-2.412,2.702,16.06,16.06,16.06
810,1.815,0.06,9.664,2.992,5.397,2.992,16.06,1.815,0.06,9.664,2.992,5.397,2.992,16.06,16.06,16.06
811,-3.973,0.153,10.296,0.908,-2.237,2.359,15.92,-3.973,0.153,10.296,0.908,-2.237,2.359,15.92,15.92,15.92
812,1.775,-1.135,10.227,1.832,3.534,4.466,15.87,1.775,-1.135,10.227,1.832,3.534,4.466,15.87,15.87,15.87
813,-3.952,0.601,9.992,-1.771,0.122,1.389,16.06,-3.952,0.601,9.992,-1.771,0.122,1.389,16.06,16.06,16.06
814,-4.416,0.857,9.889,-3.435,-0.328,-0.534,16.25,-4.416,0.857,9.889,-3.435,-0.328,-0.534,16.25,16.25,16.25
815,-4.481,1.607,9.889,-3.076,-0.969,-3.748,16.15,-4.481,1.607,9.889,-3.076,-0.969,-3.748,16.15,16.15,16.15
816,-1.497,0.513,10.426,-1.061,-0.992,-2.29,16.01,-1.497,0.513,10.426,-1.061,-0.992,-2.29,16.01,16.01,16.01
817,-2.05,1.856,9.659,-2.344,1.733,-3.664,16.01,-2.05,1.856,9.659,-2.344,1.733,-3.664,16.01,16.01,16.01
818,-2.182,1.181,10.152,-0.931,-2.374,-1.588,16.2,-2.182,1.181,10.152,-0.931,-2.374,-1.588,16.2,16.2,16.2
819,-2.376,2.857,9.487,-1.298,3.321,-3.092,15.92,-2.376,2.857,9.487,-1.298,3.321,-3.092,15.92,15.92,15.92
820,-3.006,2.132,9.949,0.053,-2.122,-3.458,16.06,-3.006,2.132,9.949,0.053,-2.122,-3.458,16.06,16.06,16.06
821,-2.898,1.744,10.253,2.687,-3.176,0.099,16.15,-2.898,1.744,10.253,2.687,-3.176,0.099,16.15,16.15,16.15
822,2.342,0.148,10.057,4.038,3.267,2.832,16.01,2.342,0.148,10.057,4.038,3.267,2.832,16.01,16.01,16.01
823,1.933,-0.505,10.093,4.427,3.74,3.313,16.25,1.933,-0.505,10.093,4.427,3.74,3.313,16.25,16.25,16.25
824,2.314,-0.728,10.162,3.397,4.305,2.977,16.01,2.314,-0.728,10.162,3.397,4.305,2.977,16.01,16.01,16.01
825,-3.765,0.038,10.279,1.038,-1.557,2.511,15.92,-3.765,0.038,10.279,1.038,-1.557,2.511,15.92,15.92,15.92
826,1.756,-0.915,10.243,1.015,2.817,3.473,16.01,1.756,-0.915,10.243,1.015,2.817,3.473,16.01,16.01,16.01
827,-3.743,0.534,10.184,-2.176,0.71,1.198,16.06,-3.743,0.534,10.184,-2.176,0.71,1.198,16.06,16.06,16.06
828,-1.241,-0.927,10.26,-0.763,0.565,2.565,16.01,-1.241,-0.927,10.26,-0.763,0.565,2.565,16.01,16.01,16.01
829,-2.783,0.951,9.451,-2.565,2.87,-1.16,16.15,-2.783,0.951,9.451,-2.565,2.87,-1.16,16.15,16.15,16.15
830,-1.025,0.156,9.999,-1.702,-0.611,-0.534,16.01,-1.025,0.156,9.999,-1.702,-0.611,-0.534,16.01,16.01,16.01
831,-1.784,1.411,9.75,-2.206,4.351,-1.756,16.01,-1.784,1.411,9.75,-2.206,4.351,-1.756,16.01,16.01,16.01
832,-3.116,0.472,10.172,-1.786,-1.893,-2.832,16.06,-3.116,0.472,10.172,-1.786,-1.893,-2.832,16.06,16.06,16.06
833,1.348,0.999,9.41,-0.504,6.511,-2.626,16.06,1.348,0.999,9.41,-0.504,6.511,-2.626,16.06,16.06,16.06
834,-1.267,2.529,9.317,-2.137,2.939,-2.237,16.06,-1.267,2.529,9.317,-2.137,2.939,-2.237,16.06,16.06,16.06
835,-3.051,1.633,9.951,-0.191,-2.282,-3.779,16.15,-3.051,1.633,9.951,-0.191,-2.282,-3.779,16.15,16.15,16.15
836,-0.508,2.306,9.683,0.908,5.366,-3.198,16.15,-0.508,2.306,9.683,0.908,5.366,-3.198,16.15,16.15,16.15
837,-2.797,2.551,9.618,0.588,-1.771,-2.733,16.06,-2.797,2.551,9.618,0.588,-1.771,-2.733,16.06,16.06,16.06
838,1.799,1.42,9.501,3.557,5.595,-0.405,15.92,1.799,1.42,9.501,3.557,5.595,-0.405,15.92,15.92,15.92
839,-2.831,1.808,9.98,3.397,-0.534,-0.321,16.15,-2.831,1.808,9.98,3.397,-0.534,-0.321,16.15,16.15,16.15
840,2.108,-0.034,10.296,5.16,4.107,2.405,16.25,2.108,-0.034,10.296,5.16,4.107,2.405,16.25,16.25,16.25
841,-2.259,1.765,9.796,3.153,2.176,1.244,16.06,-2.259,1.765,9.796,3.153,2.176,1.244,16.06,16.06,16.06
842,2.179,0.134,10.09,3.595,2.183,3.053,16.01,2.179,0.134,10.09,3.595,2.183,3.053,16.01,16.01,16.01
843,-0.426,0.604,9.659,3.626,3.725,1.992,16.06,-0.426,0.604,9.659,3.626,3.725,1.992,16.06,16.06,16.06
844,-0.014,-0.627,10.1,2.55,0.496,3.183,16.25,-0.014,-0.627,10.1,2.55,0.496,3.183,16.25,16.25,16.25
845,2.002,1.023,9.764,0.634,4.977,-0.252,16.06,2.002,1.023,9.764,0.634,4.977,-0.252,16.06,16.06,16.06
846,-2.982,1.978,9.748,2.557,-2.588,-0.87,16.25,-2.982,1.978,9.748,2.557,-2.588,-0.87,16.25,16.25,16.25
847,2.017,-0.12,10.15,4.496,1.954,2.26,16.25,2.017,-0.12,10.15,4.496,1.954,2.26,16.25,16.25,16.25
848,2.309,0.026,9.911,3.664,3.725,2.74,16.06,2.309,0.026,9.911,3.664,3.725,2.74,16.06,16.06,16.06
849,-2.764,0.85,9.968,2.382,0.55,1.153,16.25,-2.764,0.85,9.968,2.382,0.55,1.153,16.25,16.25,16.25
850,-3.343,0.958,10.061,2.13,-0.87,2.55,16.15,-3.343,0.958,10.061,2.13,-0.87,2.55,16.15,16.15,16.15
851,0.263,-1.305,10.485,2.153,-0.282,4.023,16.01,0.263,-1.305,10.485,2.153,-0.282,4.023,16.01,16.01,16.01
852,1.504,-0.793,10.224,0.153,1.939,3.221,16.01,1.504,-0.793,10.224,0.153,1.939,3.221,16.01,16.01,16.01
853,-2.994,0.757,10.014,-1.863,2.847,0.588,16.15,-2.994,0.757,10.014,-1.863,2.847,0.588,16.15,16.15,16.15
854,-2.778,1.336,9.659,-3.153,1.809,-2.29,15.92,-2.778,1.336,9.659,-3.153,1.809,-2.29,15.92,15.92,15.92
855,-2.167,0.29,10.366,-1.763,-1.947,-2.366,15.92,-2.167,0.29,10.366,-1.763,-1.947,-2.366,15.92,15.92,15.92
856,1.993,0.323,9.932,-0.137,4.931,-0.992,16.39,1.993,0.323,9.932,-0.137,4.931,-0.992,16.39,16.39,16.39
857,-3.446,1.827,9.736,-2.237,-0.122,-4.084,16.15,-3.446,1.827,9.736,-2.237,-0.122,-4.084,16.15,16.15,16.15
858,1.351,0.582,9.853,0.328,2.55,-0.481,15.92,1.351,0.582,9.853,0.328,2.55,-0.481,15.92,15.92,15.92
859,-3.66,2.067,10.141,-1.527,1.55,-3.244,16.06,-3.66,2.067,10.141,-1.527,1.55,-3.244,16.06,16.06,16.06
860,1.054,0.647,9.788,0.473,0.328,-1.565,15.92,1.054,0.647,9.788,0.473,0.328,-1.565,15.92,15.92,15.92
861,-0.618,2.625,9.463,0.473,4.069,-3.809,16.15,-0.618,2.625,9.463,0.473,4.069,-3.809,16.15,16.15,16.15
862,-0.74,1.135,9.822,1.893,-0.87,-1.534,16.06,-0.74,1.135,9.822,1.893,-0.87,-1.534,16.06,16.06,16.06
863,0.108,1.875,9.111,3.527,4.435,-1.107,16.01,0.108,1.875,9.111,3.527,4.435,-1.107,16.01,16.01,16.01
864,-0.783,0.733,10.279,3.008,-2.702,0.771,16.06,-0.783,0.733,10.279,3.008,-2.702,0.771,16.06,16.06,16.06
865,1.835,0.321,9.822,4.641,5.229,1.725,16.25,1.835,0.321,9.822,4.641,5.229,1.725,16.25,16.25,16.25
866,-0.639,0.941,9.561,3.389,4.099,2.038,16.34,-0.639,0.941,9.561,3.389,4.099,2.038,16.34,16.34,16.34
867,-0.393,0.438,9.812,3.061,4.695,1.382,15.82,-0.393,0.438,9.812,3.061,4.695,1.382,15.82,15.82,15.82
868,-3.925,0.113,10.234,0.557,-2.252,2.794,16.15,-3.925,0.113,10.234,0.557,-2.252,2.794,16.15,16.15,16.15
869,-4.251,0.503,10.042,-2.794,-2.313,0.924,16.01,-4.251,0.503,10.042,-2.794,-2.313,0.924,16.01,16.01,16.01
870,-0.656,-0.314,10.078,-1.244,0.031,1.817,15.92,-0.656,-0.314,10.078,-1.244,0.031,1.817,15.92,15.92,15.92
871,-4.622,0.958,9.93,-4.092,0.229,-0.969,16.39,-4.622,0.958,9.93,-4.092,0.229,-0.969,16.39,16.39,16.39
872,-2.225,0.29,10.203,-1.893,-1.679,-1.847,16.25,-2.225,0.29,10.203,-1.893,-1.679,-1.847,16.25,16.25,16.25
873,-2.019,0.45,10.387,-0.939,-1.153,-2.916,15.73,-2.019,0.45,10.387,-0.939,-1.153,-2.916,15.73,15.73,15.73
874,2.208,0.742,9.882,0.092,5.565,-1.115,16.01,2.208,0.742,9.882,0.092,5.565,-1.115,16.01,16.01,16.01
875,1.789,1.205,9.688,1.595,5.45,-0.985,16.06,1.789,1.205,9.688,1.595,5.45,-0.985,16.06,16.06,16.06
876,-2.555,2.539,9.47,1.099,1.725,-3.244,16.01,-2.555,2.539,9.47,1.099,1.725,-3.244,16.01,16.01,16.01
877,-2.704,1.799,9.939,2.458,-3.069,0.084,16.06,-2.704,1.799,9.939,2.458,-3.069,0.084,16.06,16.06,16.06
878,2.153,-0.151,10.009,5.191,4.626,1.756,16.01,2.153,-0.151,10.009,5.191,4.626,1.756,16.01,16.01,16.01
879,-2.941,1.562,9.942,1.908,-1.817,1.641,16.2,-2.941,1.562,9.942,1.908,-1.817,1.641,16.2,16.2,16.2
880,1.859,0.199,10.085,3.847,3.374,2.687,16.25,1.859,0.199,10.085,3.847,3.374,2.687,16.25,16.25,16.25
881,-3.142,1.363,9.963,2.137,-0.908,1.84,15.87,-3.142,1.363,9.963,2.137,-0.908,1.84,15.87,15.87,15.87
882,0.999,-0.529,10.167,4.275,1.679,3.229,16.2,0.999,-0.529,10.167,4.275,1.679,3.229,16.2,16.2,16.2
883,-2.984,0.623,9.877,2.641,1.282,1.817,16.2,-2.984,0.623,9.877,2.641,1.282,1.817,16.2,16.2,16.2
884,0.867,-0.192,9.827,1.84,0.298,3.519,15.82,0.867,-0.192,9.827,1.84,0.298,3.519,15.82,15.82,15.82
885,-0.469,0.525,9.896,2.565,3.641,1.511,16.01,-0.469,0.525,9.896,2.565,3.641,1.511,16.01,16.01,16.01
886,-3.214,0.101,10.198,0.389,0.603,2.061,16.06,-3.214,0.101,10.198,0.389,0.603,2.061,16.06,16.06,16.06
887,-1.509,-0.853,10.6,-1.634,-2.466,1.779,16.06,-1.509,-0.853,10.6,-1.634,-2.466,1.779,16.06,16.06,16.06
888,1.095,-0.642,9.966,-0.565,4.947,1.809,16.25,1.095,-0.642,9.966,-0.565,4.947,1.809,16.25,16.25,16.25
889,-4.392,1.035,9.755,-3.824,0.382,-0.916,16.25,-4.392,1.035,9.755,-3.824,0.382,-0.916,16.25,16.25,16.25
890,-3.777,0.639,10.234,1.664,-2.198,1.969,16.06,-3.777,0.639,10.234,1.664,-2.198,1.969,16.06,16.06,16.06
891,-1.763,-0.204,9.93,-2.092,0.397,1.611,16.06,-1.763,-0.204,9.93,-2.092,0.397,1.611,16.06,16.06,16.06
892,-3.54,0.819,10.131,2.275,-2.153,3.16,15.87,-3.54,0.819,10.131,2.275,-2.153,3.16,15.87,15.87,15.87
893,0.398,-1.171,10.545,0.725,1.855,3.802,16.01,0.398,-1.171,10.545,0.725,1.855,3.802,16.01,16.01,16.01
894,-2.601,1.346,10.296,1.756,-2.336,2.817,16.01,-2.601,1.346,10.296,1.756,-2.336,2.817,16.01,16.01,16.01
895,-0.402,-0.826,10.414,1.672,-2.229,3.618,16.34,-0.402,-0.826,10.414,1.672,-2.229,3.618,16.34,16.34,16.34
896,-2.797,1.933,10.121,2.954,-1.229,-0.305,16.25,-2.797,1.933,10.121,2.954,-1.229,-0.305,16.25,16.25,16.25
897,-3.228,0.742,9.978,0.71,-1.908,1.962,16.06,-3.228,0.742,9.978,0.71,-1.908,1.962,16.06,16.06,16.06
898,0.441,2.136,9.115,2.076,4.542,-2.84,16.15,0.441,2.136,9.115,2.076,4.542,-2.84,16.15,16.15,16.15
899,-0.182,0.369,10.236,2.42,-1.626,2.26,16.2,-0.182,0.369,10.236,2.42,-1.626,2.26,16.2,16.2,16.2
900,-0.393,0.972,10.023,1.229,0.092,-2.863,16.2,-0.393,0.972,10.023,1.229,0.092,-2.863,16.2,16.2,16.2
901,-1.027,2.809,9.211,2.191,4.702,-2.809,16.39,-1.027,2.809,9.211,2.191,4.702,-2.809,16.39,16.39,16.39
902,-3.248,1.643,10.042,-1.611,-2.427,-2.137,16.06,-3.248,1.643,10.042,-1.611,-2.427,-2.137,16.06,16.06,16.06
903,1.758,1.633,9.295,0.649,5.656,-0.878,16.2,1.758,1.633,9.295,0.649,5.656,-0.878,16.2,16.2,16.2
904,-3.765,1.403,10.114,-2.542,-0.641,-4.176,16.15,-3.765,1.403,10.114,-2.542,-0.641,-4.176,16.15,16.15,16.15
905,1.236,0.57,10.028,0.038,2.748,-0.916,16.01,1.236,0.57,10.028,0.038,2.748,-0.916,16.01,16.01,16.01
906,0.783,-0.163,9.753,-1.763,3.473,1.695,16.15,0.783,-0.163,9.753,-1.763,3.473,1.695,16.15,16.15,16.15
907,-4.012,1.202,9.633,-3.58,0.046,-1.55,16.2,-4.012,1.202,9.633,-3.58,0.046,-1.55,16.2,16.2,16.2
908,-2.429,0.908,10.047,2.763,0.908,1.603,16.25,-2.429,0.908,10.047,2.763,0.908,1.603,16.25,16.25,16.25
909,0.06,-0.268,9.793,2.29,-0.267,3.893,16.06,0.06,-0.268,9.793,2.29,-0.267,3.893,16.06,16.06,16.06
910,1.322,0.426,9.599,3.702,5.099,1.542,16.06,1.322,0.426,9.599,3.702,5.099,1.542,16.06,16.06,16.06
911,-2.613,0.92,10.227,2.336,-2.809,2.557,16.15,-2.613,0.92,10.227,2.336,-2.809,2.557,16.15,16.15,16.15
912,1.947,0.74,9.753,5.16,4.015,1.847,16.15,1.947,0.74,9.753,5.16,4.015,1.847,16.15,16.15,16.15
913,-3.238,1.571,9.982,3.145,-1.672,0.26,16.15,-3.238,1.571,9.982,3.145,-1.672,0.26,16.15,16.15,16.15
914,2.606,0.407,9.602,3.397,5.176,-1.916,16.01,2.606,0.407,9.602,3.397,5.176,-1.916,16.01,16.01,16.01
915,-2.558,2.414,9.412,0.412,-0.466,-3.351,16.25,-2.558,2.414,9.412,0.412,-0.466,-3.351,16.25,16.25,16.25
916,1.217,0.877,9.329,-1.008,5.55,-0.435,16.01,1.217,0.877,9.329,-1.008,5.55,-0.435,16.01,16.01,16.01
917,0.098,-0.175,9.927,2.435,0.389,3.031,15.82,0.098,-0.175,9.927,2.435,0.389,3.031,15.82,15.82,15.82
918,0.611,-0.647,10.054,-0.985,2.496,2.382,16.01,0.611,-0.647,10.054,-0.985,2.496,2.382,16.01,16.01,16.01
919,-3.353,0.666,10.038,2.107,-2.687,3.282,16.15,-3.353,0.666,10.038,2.107,-2.687,3.282,16.15,16.15,16.15
920,-1.2,-0.687,10.299,-1.305,-0.55,2.916,16.25,-1.2,-0.687,10.299,-1.305,-0.55,2.916,16.25,16.25,16.25
921,-2.093,0.905,9.745,1.679,1.366,1.015,16.15,-2.093,0.905,9.745,1.679,1.366,1.015,16.15,16.15,16.15
922,0.295,-0.374,10.155,2.74,-0.061,3.168,16.25,0.295,-0.374,10.155,2.74,-0.061,3.168,16.25,16.25,16.25
923,1.221,-0.007,10.318,4.26,1.939,2.168,16.01,1.221,-0.007,10.318,4.26,1.939,2.168,16.01,16.01,16.01
924,-2.144,1.691,9.594,2.588,1.672,1.092,16.06,-2.144,1.691,9.594,2.588,1.672,1.092,16.06,16.06,16.06
925,2.218,0.402,9.896,0.458,3.985,-0.496,16.15,2.218,0.402,9.896,0.458,3.985,-0.496,16.15,16.15,16.15
926,-0.575,2.019,9.403,3.046,3.672,-1.748,16.39,-0.575,2.019,9.403,3.046,3.672,-1.748,16.39,16.39,16.39
927,-0.261,0.422,10.358,3.534,-2.282,0.748,16.15,-0.261,0.422,10.358,3.534,-2.282,0.748,16.15,16.15,16.15
928,-0.671,1.166,9.678,4.748,4.55,0.275,16.15,-0.671,1.166,9.678,4.748,4.55,0.275,16.15,16.15,16.15
929,-2.989,2.282,9.561,0.42,-2.374,-3.366,16.01,-2.989,2.282,9.561,0.42,-2.374,-3.366,16.01,16.01,16.01
930,0.616,-1.066,10.198,-1.221,1.634,2.351,16.06,0.616,-1.066,10.198,-1.221,1.634,2.351,16.06,16.06,16.06
931,-0.177,0.077,10.064,-1.977,-1.023,-2.099,16.06,-0.177,0.077,10.064,-1.977,-1.023,-2.099,16.06,16.06,16.06
932,-2.103,1.308,9.784,-2.412,3.198,-2.656,16.06,-2.103,1.308,9.784,-2.412,3.198,-2.656,16.06,16.06,16.06
933,-0.23,-0.939,10.157,-0.695,1.115,3.069,16.06,-0.23,-0.939,10.157,-0.695,1.115,3.069,16.06,16.06,16.06
934,-3.674,0.936,9.673,-3.237,2.252,-0.046,16.06,-3.674,0.936,9.673,-3.237,2.252,-0.046,16.06,16.06,16.06
935,-0.85,-0.098,9.86,-1.832,0.542,1.824,16.06,-0.85,-0.098,9.86,-1.832,0.542,1.824,16.06,16.06,16.06
936,-2.927,1.327,9.738,-3.481,3.298,-1.206,16.01,-2.927,1.327,9.738,-3.481,3.298,-1.206,16.01,16.01,16.01
937,-0.745,0.158,9.824,-1.435,0.168,-0.809,16.15,-0.745,0.158,9.824,-1.435,0.168,-0.809,16.15,16.15,16.15
938,-3.705,0.97,10.014,-2.885,1.74,-3.084,16.06,-3.705,0.97,10.014,-2.885,1.74,-3.084,16.06,16.06,16.06
939,-4.055,-0.213,10.483,0.389,-0.336,2.664,16.01,-4.055,-0.213,10.483,0.389,-0.336,2.664,16.01,16.01,16.01
940,-3.444,0.132,10.327,-1.962,-2.626,2.229,16.15,-3.444,0.132,10.327,-1.962,-2.626,2.229,16.15,16.15,16.15
941,1.356,-1.018,10.351,2.588,1.13,4.023,16.01,1.356,-1.018,10.351,2.588,1.13,4.023,16.01,16.01,16.01
942,-3.945,0.503,10.2,0.969,-1.321,2.29,16.25,-3.945,0.503,10.2,0.969,-1.321,2.29,16.25,16.25,16.25
943,-1.114,-0.333,10.265,2.153,-0.771,3.58,16.06,-1.114,-0.333,10.265,2.153,-0.771,3.58,16.06,16.06,16.06
944,-2.551,0.932,9.582,2.084,0.885,1.519,16.39,-2.551,0.932,9.582,2.084,0.885,1.519,16.39,16.39,16.39
945,-1.53,0.393,9.879,1.542,-1.779,2.595,16.06,-1.53,0.393,9.879,1.542,-1.779,2.595,16.06,16.06,16.06
946,-2.34,0.651,10.002,2.458,2.397,1.664,16.34,-2.34,0.651,10.002,2.458,2.397,1.664,16.34,16.34,16.34
947,-1.686,-0.115,10.296,1.908,-2.702,2.305,15.92,-1.686,-0.115,10.296,1.908,-2.702,2.305,15.92,15.92,15.92
948,-1.545,0.278,10.239,3.16,3.702,2.115,16.34,-1.545,0.278,10.239,3.16,3.702,2.115,16.34,16.34,16.34
949,-3.801,-0.115,10.667,0.71,-2.679,3.137,16.25,-3.801,-0.115,10.667,0.71,-2.679,3.137,16.25,16.25,16.25
950,0.771,-1.128,10.315,2.359,4.519,2.924,16.2,0.771,-1.128,10.315,2.359,4.519,2.924,16.2,16.2,16.2
951,-1.542,0.752,10.088,-0.641,4.458,2.733,16.06,-1.542,0.752,10.088,-0.641,4.458,2.733,16.06,16.06,16.06
952,-1.523,-0.843,10.464,-1.252,-1.718,2.221,16.15,-1.523,-0.843,10.464,-1.252,-1.718,2.221,16.15,16.15,16.15
953,0.477,-0.383,9.753,-1.053,4.618,2.153,16.15,0.477,-0.383,9.753,-1.053,4.618,2.153,16.15,16.15,16.15
954,-4.495,-0.017,10.385,-2.206,-2.84,2.061,16.15,-4.495,-0.017,10.385,-2.206,-2.84,2.061,16.15,16.15,16.15
955,0.541,-0.165,9.53,-1.939,5.191,1.641,16.06,0.541,-0.165,9.53,-1.939,5.191,1.641,16.06,16.06,16.06
956,2.361,-0.668,10.069,3.588,5.305,3.145,16.2,2.361,-0.668,10.069,3.588,5.305,3.145,16.2,16.2,16.2
957,-3.566,0.333,10.37,0.779,-2.107,2.13,16.34,-3.566,0.333,10.37,0.779,-2.107,2.13,16.34,16.34,16.34
958,1.763,-1.274,10.152,2.985,4.176,3.771,16.06,1.763,-1.274,10.152,2.985,4.176,3.771,16.06,16.06,16.06
959,-4.136,0.05,10.49,-0.076,-1.336,3.695,16.25,-4.136,0.05,10.49,-0.076,-1.336,3.695,16.25,16.25,16.25
960,1.655,-1.015,10.232,0.756,3.489,4.603,15.87,1.655,-1.015,10.232,0.756,3.489,4.603,15.87,15.87,15.87
961,-0.433,0.206,9.932,0.214,5.107,2.29,16.06,-0.433,0.206,9.932,0.214,5.107,2.29,16.06,16.06,16.06
962,-4.716,0.455,9.923,-3.473,-1.794,1.084,16.06,-4.716,0.455,9.923,-3.473,-1.794,1.084,16.06,16.06,16.06
963,1.078,-0.891,9.844,-0.221,5.252,2.435,16.06,1.078,-0.891,9.844,-0.221,5.252,2.435,16.06,16.06,16.06
964,-4.024,0.96,9.757,-4.015,-0.802,-1.183,16.15,-4.024,0.96,9.757,-4.015,-0.802,-1.183,16.15,16.15,16.15
965,1.547,-0.014,9.408,-1.618,5.84,0.954,15.92,1.547,-0.014,9.408,-1.618,5.84,0.954,15.92,15.92,15.92
966,0.632,-0.572,10.038,-0.748,5.198,1.389,16.06,0.632,-0.572,10.038,-0.748,5.198,1.389,16.06,16.06,16.06
967,-2.644,-0.592,10.399,-1.656,-1.443,3.0,16.06,-2.644,-0.592,10.399,-1.656,-1.443,3.0,16.06,16.06,16.06
968,1.274,-0.28,9.961,-1.26,5.817,0.55,15.92,1.274,-0.28,9.961,-1.26,5.817,0.55,15.92,15.92,15.92
969,1.566,0.484,9.537,-1.221,5.817,-1.305,16.06,1.566,0.484,9.537,-1.221,5.817,-1.305,16.06,16.06,16.06
970,-4.213,1.432,9.954,-2.504,0.618,-2.901,15.73,-4.213,1.432,9.954,-2.504,0.618,-2.901,15.73,15.73,15.73
971,1.844,0.292,9.774,-0.611,5.947,-1.137,15.92,1.844,0.292,9.774,-0.611,5.947,-1.137,15.92,15.92,15.92
972,1.911,0.85,9.714,0.015,5.908,-0.588,16.01,1.911,0.85,9.714,0.015,5.908,-0.588,16.01,16.01,16.01
973,-3.985,2.1,10.217,-2.229,-2.038,-3.298,16.15,-3.985,2.1,10.217,-2.229,-2.038,-3.298,16.15,16.15,16.15
974,2.412,0.869,9.707,1.313,4.45,-0.885,16.15,2.412,0.869,9.707,1.313,4.45,-0.885,16.15,16.15,16.15
975,-3.272,2.273,9.599,-1.015,-0.878,-4.756,16.2,-3.272,2.273,9.599,-1.015,-0.878,-4.756,16.2,16.2,16.2
976,2.474,0.534,10.112,3.038,2.939,-1.664,15.92,2.474,0.534,10.112,3.038,2.939,-1.664,15.92,15.92,15.92
977,-1.554,2.596,9.238,0.344,1.267,-3.962,16.06,-1.554,2.596,9.238,0.344,1.267,-3.962,16.06,16.06,16.06
978,1.219,0.843,10.071,3.466,0.931,-1.015,16.06,1.219,0.843,10.071,3.466,0.931,-1.015,16.06,16.06,16.06
979,-1.334,2.043,9.482,3.046,2.0,-1.244,16.06,-1.334,2.043,9.482,3.046,2.0,-1.244,16.06,16.06,16.06
980,0.228,0.06,10.449,3.511,-1.153,0.855,16.01,0.228,0.06,10.449,3.511,-1.153,0.855,16.01,16.01,16.01
981,-1.411,1.341,9.913,4.046,4.405,1.031,16.06,-1.411,1.341,9.913,4.046,4.405,1.031,16.06,16.06,16.06
982,-2.864,1.645,9.808,2.221,0.0,1.412,16.25,-2.864,1.645,9.808,2.221,0.0,1.412,16.25,16.25,16.25
